text,product,target,processed
Receiving a lot of @mention messages telling me I'm sexy in response to my post looking to meet fellow Christian iPhone devs at #sxsw,,1,receiving message telling sexy response post looking meet fellow christian devs
Picked up a Mophie battery case 4 my iPhone in prep for #SXSW. Not lugging around a laptop &amp; only using my phone was a huge win last year.,iPhone,2,picked mophie battery case prep lugging around laptop using phone huge last year
"Now thats a NEWS :P RT@mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw",,1,thats news launch major social network called circle possibly today
"Just took a piss at the trade show, iPad in one hand, iPhone in the other. Pissing. I am KIIIIIILLING it right now. #sxsw",,1,took piss trade show hand pissing kiiiiiilling right
"Not to be a rumor monger, but this was a good read å_ #Google #Circles preview @mention #sxsw {link} by @mention via @mention #socbiz #fb",Other Google product or service,2,rumor monger good read circles preview socbiz
HOBO WITH A SHOTGUN iPhone game {link} #sxsw,,1,hobo shotgun game
Hobo with A Shotgun video game coming to iPad/iPhone users?! Yes please! {link} #SXSW,iPad or iPhone App,2,hobo shotgun video game coming user please
build out a store in less than 24 hours and have one of the biggest launches in this company's history?  we got this.  #apple #sxsw #ipad2,Apple,2,build store le hour biggest launch company history
Just took a survey on iPhone while in Starbucks line. Got a free Starbucks gift card. Instant research. Instant gratification. #sxsw #gsdm,,1,took survey starbucks line free starbucks gift card instant research instant gratification gsdm
Apple has a temporary Retail Store in Austin for the iPad 2 release today. Opens at 5pm. #SXSW #SXSWi #ipad2,,1,temporary retail store release today open
Just read about #GroupMe at #SXSW...sounds like an incredible app. Is it available for Android phones yet?,iPad or iPhone App,2,read groupme sound like incredible available android phone
Wondering about Circles? &gt; Google to reveal a new social network at #SXSW {link},,1,wondering circle reveal social network
"google is about search, but local' marissa mayer #sxsw",,1,search local marissa mayer
Wondering about street closures during SXSW? We made a Google Map to show you: {link} #sxsw #austin,,1,wondering street closure made show austin
Is Google about to have another go at social with &quot;Google Circles&quot;? #sxsw #google,,1,another social circle
Questions about what's inside the iPad 2? Fire them my way. #sxsw,,1,question inside fire
Paraormal activity: Sanctuary iphone game. Sketching your AR experience. Interactivity through &quot;magic lense&quot; #EduAR #sxsw,,1,paraormal activity sanctuary game sketching experience interactivity magic lense eduar
Apple IIe ad in the '85 SI swimsuit issue at a garage sale #sxsw {link},,1,swimsuit issue garage sale
Flipboard Adds Instagram Photos and Social Search [Apps] {link} #Apple #SocialSearch #SXSW,,1,flipboard add instagram photo social search apps socialsearch
Spent the aftrnoon on a frozen lake photographing my brother Scott &amp; the @mention team. Catch them at #SXSW ths weeknd.  {link},,1,spent aftrnoon frozen lake photographing brother scott team catch weeknd
"If iPhone alarms botch the timechange, how many #SXSW'ers freak? Late to flights, missed panels, behind on bloody marys...",iPhone,0,alarm botch timechange many freak late flight missed panel behind bloody mary
Shouts to all the ladies holding up their iPad 2's at free #sxsw shows to take photos while sipping free beer. /cc: @mention,iPad,2,shout lady holding free show take photo sipping free beer
"Dj hoodie allen, with all due respect, you should probably make your way back to google #sxsw",,1,hoodie allen respect probably make back
I meant I also wish I  at #SXSW #dyac stupid iPhone!,iPhone,0,meant also wish dyac stupid
"Just what America needs. RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw",,1,america need launch major social network called circle possibly today
Audioboo: American Dream or Bust {link} #iPad #sxsw #bum #begger #us #socialart #Documentally,,1,audioboo american dream bust bum begger socialart documentally
Skifta is an app-based media shifting service that turns your Android phone into a ...  #sxsw #mashable #sxswi {link},,1,skifta based medium shifting service turn android phone mashable
Rumors of an Apple store opening for #SXSW at 6th &amp; Congress. All signs point to yes! {link},Apple,2,rumor store opening congress sign point
What does an Apple security guy after he locks up the store..... #sxsw - {link},,1,doe security lock store
What does an Apple security guy after he locks up the store..... #sxsw - The Realtime SXSW S... {link} curated by @mention,,1,doe security lock store realtime curated
picked up an ipad 2 at the #sxsw pop up  apple store! only 15 minute wait!,iPad,2,picked store minute wait
Brilliant and enlightening game mechanics presentation by @mention from Google #SXSW,Google,2,brilliant enlightening game mechanic presentation
GSD&amp;M and Google.....sitting in a tree {link} #sxsw #gsdm,,1,sitting tree gsdm
@mention  and here's a pic of you winning your ipad! #unsix #sxsw cc @mention @mention  {link} (cont) {link},,1,winning unsix cont
My iPhone and I are both VERY thirsty! #sxsw (@mention Chevy Volt Lounge w/ 16 others) {link},,1,thirsty chevy volt lounge others
My iPhone and I are both VERY thirsty! #sxsw (@mention Chevy Volt Lounge w/ 16 others) {link} {link},,1,thirsty chevy volt lounge others
"I came in and left #sxsw with my iPhone playing the same song, chosen at random: Skream's Listening to the Records on my wall. Appropriate.",,1,came left playing song chosen random skream listening record wall appropriate
marketing and sales GENIUS: {link} #Apple #SXSW,Apple,2,marketing sale genius
"Arduino + android = Flaming skulls  {link} Refrigerator Speaks , Salon K, 3:30pm @mention @mention #sxsw #smartthings",,1,arduino android flaming skull refrigerator speaks salon smartthings
Reminder: Android and Chrome TTS talk @mention 1 PM today!  {link}  #sxsw,,1,reminder android chrome talk today
iPad 2 vs Android vs The World : Panel at #SXSW today 3:30PM by @mention {link},,1,android world panel today
"Backupify Announces CloudSight Search, the First Searchable Archive Solution for Social Media and Google Apps #SXSW #SXSWi {link}",,1,backupify announces cloudsight search first searchable archive solution social medium apps
Google is announcing a social network &quot;Circles&quot; (via #SXSW tweets). Interesting. Myopia will cause Buzz jokes. But this is interesting.,,1,announcing social network circle tweet interesting myopia cause buzz joke interesting
"Do I need any more for #sxsw! ipad, iphone, laptop, dictaphone, vid.camera.... Wow! Love to  meet the REAL 'cerebellum' charged people:)",iPhone,2,need laptop dictaphone camera love meet real cerebellum charged people
Did u see anything on Google's Circles at the #sxsw? @mention @mention,,1,anything circle
The #SXSW app for my iPhone is ridiculous. It's my personal planner for the next 5 days.,iPad or iPhone App,2,ridiculous personal planner next day
Our #sxsw app is now on #android :D huge props to @mention @mention @mention &amp; @mention Get it now: {link},,1,android huge prop
"Found the app kyping my iPhone's geolocation &amp; not releasing when in background. Need a patch, @mention #batterykiller #SXSW",iPad or iPhone App,0,found kyping geolocation releasing background need patch batterykiller
the #SXSW app on the iPhone is live. RSVP for events from your phone &amp; check out sundayswagger.eventbrite.com 3/20 #scoremore,iPad or iPhone App,2,live rsvp event phone check sundayswagger eventbrite scoremore
My iPhone app screen for #sxsw what am I missing?   {link},,1,screen missing
Love this app! So awesome. RT @mention Must see #android app at #sxsw &quot;Bizzy&quot; {link},Android App,2,love awesome must android bizzy
The #SXSW Apple &quot;pop-up&quot; store was nuts. Was still packed at 11:30. {link},Apple,1,store nut still packed
Say what? Apple #sxsw popup store in Austin! {link} ~@mention @mention,,1,popup store
"BREAKING: Apple announces partnership w/porn industry for new #ipad2 video chat app called, &quot;O-FaceTime&quot;. #sxsw",,1,breaking announces partnership porn industry video chat called facetime
Of course Apple built a temp store in Austin. It's Texas. They understand the concept of corralling cattle #SXSW #PickMeUpAniPad2,Apple,0,course built temp store texas understand concept corralling cattle pickmeupanipad
Love that Apple didn't let something like not having a retail store near #SXSW keep them away by opening a pop-up store {link},Apple,2,love something like retail store near keep away opening store
Surprise! Apple has opened a pop-up store in Austin so that the nerds in town for #SXSW can get their new ... {link} #Cnet,Apple,2,surprise opened store nerd town cnet
Surprise! Apple has opened a pop-up store in Austin so that the nerds in town for #SXSW can get their new iPads. {link} #cnet,iPad,2,surprise opened store nerd town ipads cnet
Surprise! Apple has opened a pop-up store in Austin so that the nerds in town for #SXSW can get their new iPads. http:/ {link},,1,surprise opened store nerd town ipads http
Surprise! Apple has opened a pop-up store in Austin so that the nerds in town for #SXSW can get their new iPads.... {link},Apple,2,surprise opened store nerd town ipads
"#technews Apple heads to SXSW, sets up temporary store in Austin {link} #Tech_News #Apple #iPad_2 #Rance_Wilemon #SXSW #tech",,1,technews head set temporary store tech news rance wilemon tech
ÛÏ@mention Apple is a great example of a retail store layed out for the future - no 'registers' no 'checkout line'  #sxsw,Apple,2,great example retail store layed future register checkout line
ÛÏ@mention Apple is opening up a temporary store in downtown Austin for #SXSW and the iPad 2 launch {link} #gswsxsw,Apple,2,opening temporary store downtown launch gswsxsw
ÛÏ@mention Apple is opening up a temporary store in downtown Austin for #SXSW and the iPad 2 launch&quot; oh YAY more traffic.,Apple,0,opening temporary store downtown launch traffic
#technews Apple Opening Pop-Up Store In Austin For SXSW {link} #Tech_News #American_Statesman #Apple #Apple_Apple #SXSW #tech,,1,technews opening store tech news american statesman tech
#technews Apple Opening Pop-Up Store in Austin for SXSW Geekfest [Apple] {link} #Tech_News #Apple #Brian_Lam #iPad_2 #SXSW #tech,,1,technews opening store geekfest tech news brian tech
"The #sxsw Apple Popup Store is open at noon, has a fresh shipment of iPad 2's, and I'm pretty sure I'm going to get one. [fingers crossed]",iPad,2,popup store open noon fresh shipment pretty sure going finger crossed
"#technews Apple saves SXSW, set to open pop-up store {link} #Tech_News #Apple #SXSW #tech",Apple,2,technews save open store tech news tech
"At #SXSW, Apple schools the marketing experts  {link}",,1,school marketing expert
"At #SXSW, Apple schools the marketing experts {link}",Apple,2,school marketing expert
"At #SXSW, Apple schools the marketing experts {link} via @mention",Apple,2,school marketing expert
"At #SXSW, Apple schools the marketing experts {link} via @mention &lt;&lt; True. Love or loathe them, no one does marketing like them.",Apple,2,school marketing expert true love loathe doe marketing like
"At #SXSW, Apple schools the marketing experts | CNET - {link}",Apple,2,school marketing expert cnet
"At #SXSW, Apple schools the marketing experts | CNET Blogs {link} #Austin #ATX #retail",Apple,2,school marketing expert cnet blog austin atx retail
ÛÏ@mention Apple store downtown Austin open til Midnight. #sxswÛ @mention there's still time :),Apple,2,store downtown open midnight still time
